filename,class_name,wave_min,wave_max,wave_mean,wave_var,amp_min,amp_max,amp_mean,amp_var,spectral_centroid_min,spectral_centroid_max,spectral_centroid_mean,spectral_centroid_var,spectral_rolloff_min,spectral_rolloff_max,spectral_rolloff_mean,spectral_rolloff_var,spectral_bandwidth_min,spectral_bandwidth_max,spectral_bandwidth_mean,spectral_bandwidth_var,mel_frequency_min,mel_frequency_max,mel_frequency_mean,mel_frequency_var,chroma_min,chroma_max,chroma_mean,chroma_var,zero_crossing_rate
Acrocephalus-arundinaceus-187084.wav,acrocephalus-arundinaceus,-5.514398e-07,0.10664368,-0.100234985,0.007949847,1.2129825895010622e-05,0.00020487572755235105,1.092977371197023e-10,1.5778071668765907e-05,6596.918659466649,8768.155002331354,3947.408248090466,671.8948888996035,11375.626856016941,14470.3125,21.533203125,1188.96001384383,5540.336704111297,6869.53709268378,833.9442590821141,623.8269811902599,-33.960907,107.25624,-791.50934,98.21816,0.5750889,1.0,0.00092429214,0.2551575,30
Phylloscopus-sibilatrix-178226.wav,phylloscopus-sibilatrix,1.478431e-07,0.8317108,-0.81692505,0.04869725,1.9787156791811477e-05,0.0005273150637072853,9.922236057931826e-11,4.154868824641985e-05,5779.897383810028,9168.256686046789,0.0,1087.7158973370513,7515.593746428163,14507.8125,23.4375,2160.679227627149,4966.845599657285,9118.768244698029,11.048543641125972,1854.9670479252788,-29.329243,109.56029,-653.9846,102.31384,0.40799212,1.0,0.0,0.31853932,14
Pyrrhula-pyrrhula-209470.wav,pyrrhula-pyrrhula,-0.00011008418,0.80682373,-0.705719,0.08457459,2.4045207265239674e-05,0.005209887056521725,3.5177805773113544e-10,8.060838398946651e-05,1580.5662880290367,4670.396255313426,0.0,313.654196790518,2146.3788671776083,11584.86328125,21.533203125,984.8368981687585,4030.2286647649767,7378.2720846673465,10.15084947028448,1102.1660896781455,-2.8411126,232.6876,-570.9478,66.18858,0.5800698,1.0,0.0,0.2486812,1
Phoenicurus-phoenicurus-442106.wav,phoenicurus-phoenicurus,-0.025743086,0.8722229,-0.90122986,0.078958474,5.352772127497956e-05,0.05148618962670224,4.5383216462118147e-10,0.00015728760400066417,2676.282716632702,6148.471031689589,502.97775437624216,1084.0459971948803,6093.344916672003,9022.412109375,129.19921875,1220.7819666075845,4205.384674565697,6376.631613503118,1170.3660288252668,1391.3044396854239,-5.2047524,172.4896,-447.40088,95.08869,0.5860554,1.0,0.00014397307,0.33574024,0
Emberiza-citrinella-379223.wav,emberiza-citrinella,-3.1049018e-07,0.17428589,-0.17158508,0.010946931,4.88599103569178e-06,0.0002571022600107999,1.8025283616470907e-11,1.3442264380747195e-05,6084.825681374926,11366.203147423472,3218.2550527301573,542.9614370284152,7430.940442275918,9388.4765625,21.533203125,1309.0830125835332,5044.452502217964,6726.3071562451,1409.043883871307,1188.0512087348545,-20.75789,132.56021,-748.25525,124.191765,0.5283885,1.0,2.0249174e-05,0.32104364,0
Sylvia-communis-554703.wav,sylvia-communis,-7.255941e-06,0.13392639,-0.13453674,0.006949231,2.4049150959066745e-06,8.82891248715914e-05,1.386937208397316e-11,5.2680564903443874e-06,5452.242079735532,8669.900612554464,3266.485584639021,706.5133829950837,4597.532997066927,13171.875,2085.9375,1135.40909413963,5275.913636690843,7577.805711553368,2186.335990880844,1291.582345937438,-21.64223,135.38336,-645.71124,132.18997,0.36871588,1.0,8.72037e-06,0.32009768,14
Cyanistes-caeruleus-435390.wav,cyanistes-caeruleus,-0.000984894,0.38215637,-0.38252258,0.04463229,0.00010576795598582265,0.01235761289596178,2.689789983069626e-08,0.0002763423884152597,3174.1530555324352,6954.223843113656,1924.2005443291162,979.8223607156754,6146.277815572332,8182.6171875,1830.322265625,1056.8262325916878,5090.447631715185,7696.492293573262,2524.3008072135967,1129.3747611180493,-6.4676394,154.27109,-567.72156,68.46551,0.51680845,1.0,0.0015887168,0.27233294,3
Emberiza-citrinella-600988.wav,emberiza-citrinella,-4.0617656e-06,0.15083313,-0.14904785,0.009347591,3.0216181882919633e-06,0.0003103293904908839,1.0840066881826266e-11,8.713008777604365e-06,3863.5836543484065,7995.640549003274,1698.4192872073745,592.40967425129,2998.5196446368504,10007.8125,421.875,1148.6086841141255,5127.5078619505175,7346.055885071525,1999.1368957412872,1389.3441067981285,-19.008318,135.22604,-631.6776,132.76038,0.48728028,1.0,1.6418107e-05,0.30806276,6
Sylvia-communis-598984.wav,sylvia-communis,-4.4407557e-06,0.12121582,-0.12516785,0.007074881,3.114909947548109e-06,0.00011035334493647128,1.4205351739677315e-11,6.6093329126030954e-06,4357.704243377544,7570.317973489997,2880.0044545143255,602.876005172527,4729.681100682594,9796.875,1968.75,1029.4933892863335,4611.959228623327,7623.844188333471,1697.1627095894473,1291.534410506076,-18.717745,150.70999,-619.08417,124.11588,0.3632201,1.0,2.6034131e-05,0.33157635,17
Linaria-cannabina-492541.wav,linaria-cannabina,-9.983802e-06,0.08547974,-0.09315491,0.019072775,7.154687711156161e-06,0.00249577024794792,2.6859919001518894e-11,3.103776996748833e-05,2147.1468726569005,7794.468507140704,1396.870568530882,336.93855645411986,2700.695565527971,8850.146484375,21.533203125,948.8879163361257,5235.489803630638,7212.884934230603,413.49031594272134,1298.6537919565255,-5.8833,184.93883,-726.9464,89.53139,0.6555247,1.0,0.031074122,0.20965223,4
Alauda-arvensis-585471.wav,alauda-arvensis,-4.4792146e-06,0.06309509,-0.060562134,0.0049034995,1.1711815844087745e-06,0.000392194618294473,4.763602562230368e-12,3.5005203669356234e-06,3152.0888161711173,5943.097931076677,947.4689066302574,710.6706992868131,2730.38800137811,8906.25,93.75,1839.9270990576424,4943.388619310575,7792.518059083938,2071.0618964567775,1376.4380733323267,-14.607443,153.08258,-643.4587,136.55267,0.53931385,1.0,0.0001693414,0.35385698,6
Phoenicurus-phoenicurus-548971.wav,phoenicurus-phoenicurus,0.00049086864,0.16596985,-0.13261414,0.009849304,1.2763994428768791e-05,0.0011339036149594945,1.685769907572085e-10,2.6090690859300376e-05,3610.8799591033417,7611.815449070214,853.3297626974652,1909.834746222955,6111.342919759295,11369.53125,732.12890625,3167.333778582007,4042.636389421937,7339.250466349057,2017.045598025504,826.9189767436766,-9.852234,187.74246,-529.9628,102.6134,0.6062991,1.0,0.002807479,0.2618203,15
Caprimulgus-europaeus-483583.wav,caprimulgus-europaeus,-5.264836e-08,0.29621887,-0.2921753,0.03990709,5.854166811490545e-06,0.0007461504191850668,8.450728052154691e-13,2.337372679597276e-05,3880.4362569513683,8686.672136967074,2665.8692941257746,917.1152304174096,6508.291573856014,15137.841796875,2347.119140625,3182.574153390417,5362.946108881594,7281.322982857293,2819.5144506047022,1100.0140275335139,-24.342056,138.82925,-393.58817,76.189354,0.31900227,1.0,0.0009438444,0.32851794,29
Erithacus-rubecula-167996.wav,erithacus-rubecula,4.540423e-06,0.5014801,-0.5301819,0.028536683,7.747911913621158e-06,0.0021815447183178003,6.880248237910021e-13,1.749142852261869e-05,3789.826870167803,8369.190787573289,1058.5001007793012,849.4363080378841,6882.543754314312,13453.125,585.9375,1702.938981962058,5533.321033642706,8021.760238011328,1748.6048504355438,1212.4112927197618,-5.7830195,147.26912,-416.99063,87.06589,0.5868838,1.0,0.00016200994,0.32404292,0
Phylloscopus-collybita-121961.wav,phylloscopus-collybita,1.585581e-05,0.96217346,-0.9554138,0.037558664,9.051085785251583e-06,0.0030076000073407908,1.1901873116211885e-11,2.054384297431517e-05,3365.270136354482,9542.179731813885,482.4585712961281,988.2813999848373,6117.510337683058,15676.171875,21.533203125,1231.3998822994436,4311.223560309484,8233.388631536905,1210.7570327994977,1069.3629977376706,-7.1373243,167.21483,-580.8949,89.69813,0.5411229,1.0,7.751564e-05,0.31968096,13
Locustella-naevia-125853.wav,locustella-naevia,1.5705118e-05,0.9999695,-1.0,0.10865618,2.328405448321948e-05,0.0011837784006080774,1.8406285810157095e-11,6.107940627952093e-05,5688.3639725408875,9106.667399050086,2361.517526870159,762.6265233872942,6865.999522372405,11111.1328125,21.533203125,543.4408257475479,3124.1829519568532,6969.9566690780375,865.1699157960484,814.6002274611895,-6.1778054,145.05211,-649.1166,68.3308,0.2585138,1.0,0.00022047981,0.32610756,18
Sylvia-curruca-489042.wav,sylvia-curruca,-3.099392e-05,0.18170166,-0.20339966,0.008263015,3.301325400346403e-06,0.00046912189210489394,1.5988454063139563e-11,8.058588485737791e-06,4124.990043582223,8808.694391549732,1938.5279323918712,930.8755919692738,7845.041717017344,12093.75,2320.3125,1414.0792604106375,6098.062406778056,7975.538517177645,3031.4746877726525,1152.652573384073,-11.194968,131.08778,-585.8558,112.63995,0.72710323,1.0,0.0016803555,0.21597125,2
Troglodytes-troglodytes-498162.wav,troglodytes-troglodytes,-5.2616424e-06,0.48423767,-0.4589386,0.009643046,4.017416952047124e-06,0.0005832557792556,1.6369526268063147e-11,7.562445885770787e-06,4380.040793878241,8718.907852455615,1876.280072370426,996.2847382676864,3450.5266162814173,11015.625,281.25,1994.164992042312,5280.332420958117,7861.325840309435,1483.2294386136798,1337.8920529585378,-18.049158,166.23737,-634.6615,133.2992,0.68146443,1.0,6.4430974e-06,0.26033533,0
Turdus-merula-323956.wav,turdus-merula,3.1797555e-08,0.5341034,-0.54244995,0.031410225,9.617885836771216e-06,0.0006202550938747055,3.70606254591828e-12,2.853080321733234e-05,3462.259665034242,10933.564183894192,0.0,649.4181678181335,4478.6821562977775,11132.8125,23.4375,1232.4898977194546,3914.8054113524013,5837.349601621597,11.048543641125972,991.6095380024536,-20.212818,168.71762,-608.1419,99.800255,0.4528874,1.0,0.0,0.31974363,10
Emberiza-citrinella-551149.wav,emberiza-citrinella,-4.644516e-06,0.45169067,-0.41467285,0.02314795,5.308932063217482e-06,0.0007309119002758115,9.448188267068676e-12,1.7218637874644537e-05,3178.7684209378576,8517.27070011496,1247.072263950911,1071.9727416928365,3107.5318462075384,12726.5625,164.0625,1914.3008745911845,4933.811102733887,8292.071991993515,1501.8386372220766,1442.9216651873887,-14.701403,172.59872,-611.77167,128.25464,0.6285648,1.0,2.7387508e-05,0.31469506,0
Phylloscopus-collybita-153837.wav,phylloscopus-collybita,3.289092e-05,0.41555786,-0.40316772,0.018825106,6.887738546944649e-06,0.0017793479271948549,1.3037142344390757e-11,1.648745134806376e-05,3914.2801077761806,6464.865418693215,1544.8297708997382,527.2379462463359,6780.472533729244,10429.6875,3117.1875,1262.9256557565902,5683.939021628497,7759.719480092409,1333.0694132399967,1251.7773859885224,-8.921262,149.486,-453.12558,96.5165,0.5849784,1.0,0.00013438407,0.28297865,18
Emberiza-citrinella-570497.wav,emberiza-citrinella,7.3348506e-06,0.2781372,-0.2816162,0.02630515,7.112885596984083e-06,0.0010402593710548678,6.807144590569783e-11,3.396291762815434e-05,5024.925580936676,12804.355776764143,648.4954184986129,844.6557216017087,5784.652830943764,11477.197265625,21.533203125,1317.205858644777,5470.372637032603,8175.289652585426,1354.902059220682,1524.7058419265597,-17.331043,125.201035,-663.99164,118.439255,0.45008627,1.0,3.4332065e-06,0.34754002,18
Parus-major-122458.wav,parus-major,-1.323427e-06,0.81347656,-0.8405762,0.051749576,2.4443338593030766e-05,0.0007723244669578808,2.9868240928924223e-11,4.4049650235079035e-05,3106.6499170540365,9342.193621995473,1582.823873701554,1062.828951584242,4890.43723231883,11584.86328125,21.533203125,1424.598883303165,4379.451609736148,7551.759317105324,1212.133142916,1164.2799769408978,-16.586445,174.48904,-619.6968,78.340225,0.51240003,1.0,0.00010448433,0.2800616,5
Phylloscopus-collybita-465980.wav,phylloscopus-collybita,4.5300752e-05,0.1282959,-0.10688782,0.00809176,2.033909725560638e-06,0.00034769052807827306,9.865203515442314e-12,6.358070626216444e-06,3290.0197395540386,6261.230759915417,407.76893059429386,764.9436950333906,4320.637793989547,9023.4375,70.3125,1174.2354414574104,5123.007415668442,8224.648173309903,1733.108781147912,1307.527253490662,-13.256571,164.1506,-553.81586,115.75173,0.5918449,1.0,0.0002782953,0.30978248,0
